id,rated,created_at,last_move_at,turns,victory_status,winner,increment_code,white_id,white_rating,black_id,black_rating,moves,opening_eco,opening_name,opening_ply
tSsmRu5M,True,1502080000000.0,1502080000000.0,105,resign,white,15+15,karfedericol,1242,hill_j,1125,e4 e5 Nc3 Nf6 Qf3 Nc6 Nd5 d6 Nxf6+ gxf6 Bc4 Rg8 g3 Bg4 Qe3 Nd4 h3 Nxc2+ Kf1 Nxe3+ dxe3 Be6 Bxe6 fxe6 Nf3 c5 Kg2 Qb6 a4 a5 Nd2 f5 exf5 Qc6+ f3 Bh6 Nc4 d5 Nxe5 Qd6 f4 d4 Rd1 exf5 exd4 Bxf4 Bxf4 cxd4 Re1 Qd5+ Kh2 d3 Nxd3+ Kf8 Bh6+ Kf7 Ne5+ Kf6 Rad1 Qxe5 Rxe5 Kxe5 Re1+ Kf6 h4 Rge8 Rd1 Re2+ Kg1 Rae8 Rd6+ R8e6 Bg5+ Kg6 Rxe6+ Rxe6 Bf4 Re1+ Kf2 Re4 b3 Rd4 Ke3 Re4+ Kd3 b5 axb5 Re8 Kc4 Rc8+ Kd5 Rd8+ Bd6 Kf7 b6 Ke8 b7 Kd7 b8=N+ Kc8 Nc6 Rg8 Nxa5 Rxg3 Bxg3,C26,Vienna Game: Falkbeer Variation,4
FdDUEr14,True,1502080000000.0,1502080000000.0,60,resign,black,15+15,hill_j,1133,karfedericol,1234,e4 e5 Nf3 Nc6 Bc4 Bc5 O-O g5 g3 g4 Ne1 h5 h4 gxh3 Nc3 Qf6 Nd5 Qd6 d3 Nf6 Bg5 Nxd5 Bxd5 Nd4 Nf3 f6 Nxd4 Bxd4 Be3 Bxb2 Rb1 Qa3 Bc1 Bxc1 Rxc1 c6 Bc4 b5 Bb3 Ba6 d4 d6 dxe5 dxe5 Qd2 Rd8 Bf7+ Kxf7 Qxd8 Rxd8 Rcd1 Rd4 f4 Qe3+ Kh1 Qxe4+ Kh2 Rxd1 Rxd1 Qe2+,C50,Giuoco Piano,6
KNp9mDXB,True,1501810000000.0,1501810000000.0,58,mate,black,15+15,six_moves_ahead,981,hill_j,1127,e4 e5 Nf3 Nc6 Bb5 a6 Bc4 f6 Nc3 Bc5 d4 Bxd4 Nxd4 Nxd4 Be3 Nc6 Bd5 Nge7 Bc4 d6 Qh5+ Ng6 Qf3 Nce7 O-O-O f5 exf5 Nxf5 Rd5 Be6 Rxd6 Qxd6 Qxb7 Rd8 Be2 Nxe3 Ne4 Qb6 Qxb6 cxb6 Bh5 Nxg2 Rg1 Bh3 Bf3 N6f4 Bxg2 Bxg2 Re1 Bxe4 Rxe4 Ng6 Ra4 O-O Rxa6 Rxf2 Rxb6 Rf1#,C70,Ruy Lopez,6
SdKFE3PV,True,1501810000000.0,1501810000000.0,65,mate,white,15+15,hill_j,1111,mogadorlionne,1219,e4 e5 Nf3 Nc6 Bb5 Nf6 Nc3 d6 d3 Be6 h3 a6 Bc4 b5 Bxe6 fxe6 O-O d5 exd5 exd5 d4 b4 Ne2 e4 Ne5 Nxe5 dxe5 Nh5 Nd4 Qe7 Qxh5+ g6 Qd1 h5 Be3 Qxe5 Qd2 Rc8 Nc6 Bd6 Nxe5 Bxe5 Qxb4 d4 Bxd4 Bd6 Qa4+ c6 Bxh8 Kd7 Bc3 h4 Rfd1 g5 Qd4 Kc7 Qxd6+ Kb7 Qd7+ Kb8 Be5+ Rc7 Qxc7+ Ka8 Rd8#,C48,Four Knights Game: Spanish Variation,7
6eguvCWU,True,1501800000000.0,1501810000000.0,56,mate,black,15+15,hill_j,1126,safran25,1054,e4 e5 Nf3 d6 d4 f6 Bb5+ c6 Ba4 b5 Bb3 a6 h3 Nh6 Nbd2 exd4 Nxd4 c5 N4f3 c4 Nxc4 bxc4 Bxc4 Bb7 Qd3 Nc6 O-O Ne5 Nxe5 fxe5 Bd5 Bxd5 Qxd5 Rc8 Bxh6 gxh6 Qe6+ Be7 Qxh6 Rg8 Qh5+ Rg6 Qxh7 Rg5 f4 exf4 Rxf4 Kd7 Re1 Qb6+ Kf1 Rxc2 h4 Rgxg2 e5 Qg1#,C41,Philidor Defense,5
BLTfqEmu,True,1501800000000.0,1501800000000.0,64,resign,black,15+15,hill_j,1147,skipskipskop,908,e4 h5 d4 Nf6 Nc3 d6 h3 e5 Be3 exd4 Qxd4 c5 Qd2 Qe7 Bd3 Nc6 f3 g6 Bb5 Bd7 O-O-O a6 Bxc6 bxc6 Qxd6 Qxd6 Rxd6 Bxd6 Nge2 O-O Rd1 Rae8 Rxd6 Be6 Rxc6 Nd7 Bxc5 Nxc5 Rxc5 f5 Nf4 fxe4 Nxg6 Rf6 Rg5 Kg7 Ne5+ Kh6 h4 Bf7 g4 exf3 gxh5 Bxh5 Ng4+ Bxg4 Rxg4 Kh5 Rg5+ Kxh4 Rg1 Kh3 Rh1+ Kg2,B00,Goldsmith Defense: Picklepuss Defense,4
x0M9UzvX,True,1501800000000.0,1501800000000.0,4,resign,black,15+15,skipskipskop,914,hill_j,1141,a4 e5 Ra3 Bxa3,A00,Ware Opening,1
HDH18gtj,True,1504280000000.0,1504280000000.0,58,resign,black,10+0,brodskay,1984,roman12342005,1948,e4 g6 d4 Bg7 Nc3 d6 Be2 Nf6 Be3 O-O Qd2 c6 h3 b5 a3 a5 Nf3 Bd7 Bh6 Qc7 Bxg7 Kxg7 Qg5 h6 Qe3 e5 g4 exd4 Nxd4 Na6 Bd3 Nc5 f3 Rfe8 h4 d5 Nf5+ Bxf5 Qxc5 dxe4 gxf5 exd3+ Kf2 Re5 Qd4 Rd8 Qf4 Nh5 Qh2 dxc2 Ne4 gxf5 Rhg1+ Kh7 Ng5+ hxg5 hxg5 Rd2+,B06,Modern Defense: Standard Defense,6
lHNSzBps,True,1504270000000.0,1504270000000.0,34,resign,black,10+0,roman12342005,1954,rindu38,2158,e4 c5 Nc3 d6 f4 Nc6 Bb5 Bd7 Nf3 e6 O-O Nf6 d3 Be7 Qe1 O-O h3 a6 Bxc6 Bxc6 g4 Nd7 a3 f5 exf5 exf5 Qe6+ Kh8 g5 Qe8 Kh2 Qf7 Qxf7 Rxf7,B23,Sicilian Defense: Closed Variation,3
PyEpiSJp,False,1504230000000.0,1504230000000.0,101,resign,white,10+0,thebadfish,2008,roman12342005,1954,c4 d5 cxd5 Nf6 Nc3 Nxd5 e4 Nxc3 bxc3 e5 Nf3 Nc6 Bb5 Bg4 Qa4 Bd7 d4 a6 Bxc6 Bxc6 Qc2 exd4 Nxd4 Qf6 Nxc6 Qxc6 O-O O-O-O Be3 Bb4 c4 Rhe8 f3 f5 Bg5 Rd7 exf5 h6 Bc1 Qc5+ Kh1 Rd4 a3 Ba5 Bb2 Rxc4 Qf2 Qxf5 Rac1 Bb6 Qg3 Rxc1 Rxc1 g5 Bd4 Qa5 Bxb6 Qxb6 h3 Kb8 Re1 Rxe1+ Qxe1 Qb3 Qe8+ Ka7 Qf8 Qd1+ Kh2 Qd6+ Qxd6 cxd6 Kg3 Kb6 h4 Kc5 hxg5 hxg5 Kg4 d5 Kxg5 d4 Kf4 d3 Ke3 Kc4 Kd2 Kd4 g4 Ke5 Kxd3 b5 Kc3 a5 Kb3 Kd5 f4 Kc5 g5 a4+ Kc3,A10,English Opening: Anglo-Scandinavian Defense |  Schulz Gambit,4
yyxv1Rvw,False,1504230000000.0,1504230000000.0,35,resign,black,10+0,roman12342005,1954,thebadfish,2008,e4 c5 Nc3 Nc6 f4 e5 f5 Nf6 Nf3 d5 exd5 Nxd5 Bc4 Nxc3 bxc3 Bxf5 O-O Bg6 Bb5 Bd6 Bxc6+ bxc6 d4 exd4 Re1+ Kf8 cxd4 cxd4 Qxd4 Qb6 Qxb6 axb6 Nd4 Bc5 Be3,B23,Sicilian Defense: Grand Prix Attack,5
15LAUrJ2,False,1504230000000.0,1504230000000.0,54,resign,black,10+0,thebadfish,2008,roman12342005,1954,c4 Nf6 g3 d5 cxd5 Nxd5 Bg2 Nc6 Nc3 Nb6 e3 Bf5 d4 e6 Nge2 Nb4 e4 Bg6 O-O Be7 a3 Nc6 b3 Qd7 Be3 O-O-O Qc2 Kb8 Rfd1 Nd5 Nxd5 exd5 Nc3 dxe4 Bxe4 Bxe4 Nxe4 Qg4 b4 h6 Rac1 Qf5 Kg2 Rhe8 f3 Bg5 Bxg5 hxg5 Qc4 g4 Nc5 Qxf3+ Kg1 Re2,A15,English Opening: Anglo-Indian Defense,2
A7XDlKwD,False,1504230000000.0,1504230000000.0,116,resign,black,10+0,roman12342005,1954,thebadfish,2008,b3 c5 Bb2 Nc6 c4 e5 e3 Nf6 Ne2 d5 cxd5 Nxd5 Nbc3 Be6 g3 Nxc3 dxc3 Bd5 Rg1 Bf3 Qc2 Qc7 O-O-O Be7 Bh3 Rd8 Rxd8+ Nxd8 Rd1 Ne6 Bxe6 fxe6 c4 Bf6 Rd2 Ke7 Nc3 Rd8 Nb5 Rxd2 Qxd2 Qb6 Bc3 a6 Ba5 Qc6 Qd8+ Kf7 Nd6+ Kg6 Qe8+ Qxe8 Nxe8 Be7 Bc3 Kf7 Nc7 Bd6 Na8 Ke7 Nb6 Bc7 Na4 Kd6 Kd2 b5 Nb2 b4 Nd3 bxc3+ Kxc3 Ba5+ Kc2 Be4 a3 Bxd3+ Kxd3 Bd8 e4 Ke7 b4 cxb4 axb4 a5 bxa5 Bxa5 f3 Kd6 g4 Kc5 h3 Bd8 Kc3 Bg5 Kd3 Kb4 c5 Kxc5 Kc3 Bf4 Kd3 Kb4 h4 h6 h5 Kb3 Ke2 Kc3 Ke1 Kd3 Kf2 Kd2 Kf1 Ke3 Kg2 Ke2,A01,Nimzo-Larsen Attack: English Variation,2
ihRvX5OV,True,1504210000000.0,1504210000000.0,115,mate,white,10+0,gg_easytobeatme_yt,2100,roman12342005,1960,d4 Nf6 Bf4 g6 e3 Bg7 Nf3 O-O Be2 d6 O-O Nh5 Bg5 h6 Bh4 c5 c3 Bf5 dxc5 dxc5 Qxd8 Rxd8 Bxe7 Rd5 Bc4 Rd7 Bxc5 Rc7 b4 Nd7 Nd4 Nxc5 Nxf5 gxf5 bxc5 Rxc5 Be2 Nf6 Bf3 Ne4 Bxe4 fxe4 Nd2 Re8 Rab1 b6 Rb4 Bxc3 Rxe4 Rxe4 Nxe4 Rc4 Rc1 Rxe4 Rxc3 Ra4 Rc2 Kf8 Kf1 Ke7 Ke2 Kd6 Kd2 Kd5 f3 Rc4 Rxc4 Kxc4 e4 Kd4 g3 a5 a4 Kc4 f4 Kb4 e5 Kxa4 f5 Kb3 e6 fxe6 fxe6 a4 e7 a3 e8=Q a2 Qe6+ Kb2 Qe5+ Kb1 Qe4+ Kb2 Qd4+ Kb1 Qxb6+ Ka1 Qf6+ Kb1 Qf5+ Ka1 Qe5+ Kb1 Qe4+ Ka1 Qd4+ Kb1 Qd3+ Ka1 Qc3+ Kb1 Qc2+ Ka1 Qc1#,A45,Indian Game,2
ZYvbvpag,True,1504210000000.0,1504210000000.0,48,draw,draw,10+0,sanmarco,1945,roman12342005,1961,e4 d5 exd5 Nf6 d4 Nxd5 c4 Nb6 Nc3 Nc6 d5 Ne5 b3 e6 dxe6 Qxd1+ Nxd1 Bxe6 Nc3 c6 Be2 Bc5 Nf3 Nbd7 O-O Nxf3+ Bxf3 Ne5 Be4 O-O-O Bf4 Ng6 Bxg6 hxg6 Ne4 Be7 Rfd1 f5 Rxd8+ Rxd8 Ng5 Bxg5 Bxg5 Re8 Kf1 Kc7 Rd1 Bf7,B01,Scandinavian Defense: Marshall Variation,6
BnUS7DQe,True,1504210000000.0,1504210000000.0,56,draw,draw,10+0,tolia,1982,roman12342005,1960,e4 d5 e5 c5 f4 h5 Nf3 Bf5 Nc3 e6 a3 d4 Ne2 Nh6 Ng3 Nc6 Bc4 a6 d3 b5 Ba2 Bg4 O-O Qc7 Ne4 Bxf3 Qxf3 Nf5 g4 hxg4 Qxg4 Rh4 Qg2 Be7 Rf3 O-O-O Rh3 Rdh8 Rxh4 Rxh4 Ng5 Bxg5 Qxg5 Nce7 Bd2 Qc6 Rf1 Ng6 Qg2 Qxg2+ Kxg2 Rg4+ Kf3 Rh4 Kg2 Rg4+,B01,Scandinavian Defense,2
W8zaOGXs,True,1504210000000.0,1504210000000.0,54,resign,black,10+0,roman12342005,1974,gholamreza1341,1899,b3 d5 Bb2 Bg4 h3 Bh5 g4 Bg6 Bg2 e6 Nf3 Nf6 d3 c5 Nbd2 Nc6 e4 dxe4 dxe4 Nxe4 O-O Nxd2 Nxd2 Rc8 Qe2 Bxc2 Rac1 Bd3 Qe3 Bxf1 Rxf1 Nd4 Bxb7 Rc7 Bg2 Be7 Nc4 O-O Rd1 Bf6 Na3 Rd7 Nc4 Nf3+ Bxf3 Rxd1+ Bxd1 Qxd1+ Kg2 Bd4 Bxd4 cxd4 Qe4 Rd8,A01,Nimzo-Larsen Attack: Classical Variation,2
TpxYFubZ,True,1504210000000.0,1504210000000.0,37,resign,white,10+0,chess_legend_rus,2068,roman12342005,1982,e4 g6 d4 Bg7 Nc3 d6 f4 Nf6 Nf3 O-O e5 dxe5 fxe5 Nd5 Bc4 e6 O-O c6 Bg5 Qd7 Ne4 b5 Bxd5 exd5 Nf6+ Bxf6 Bxf6 Qg4 Qd2 Qh5 Ng5 h6 Nh3 Nd7 Nf4 Qg4 Nxd5,B09,Pirc Defense: Austrian Attack |  Unzicker Attack,11
N7FMrhyD,True,1504200000000.0,1504210000000.0,81,resign,white,10+0,roman12342005,1959,cocomoko,2028,b3 d6 Bb2 Bf5 d3 Nd7 e4 Bg6 f4 f5 g4 fxg4 f5 Bf7 Qxg4 Ngf6 Qg2 c5 Nf3 Qb6 Nc3 c4 Na4 Qe3+ Qe2 Qxe2+ Bxe2 cxd3 cxd3 Rc8 Rc1 Rxc1+ Bxc1 e6 fxe6 Bxe6 Nd4 Bh3 Ba3 Be7 Nb5 O-O Nxa7 Ng4 Bxg4 Bh4+ Kd2 Bxg4 Bxd6 Rf2+ Kc3 Bf6+ Kb4 Rxa2 Nb5 Rd2 e5 Nxe5 Bxe5 Bxe5 Nc5 Bxh2 Kc3 Ra2 Nd4 Be5 Rg1 h5 Nxb7 Ra7 Nc5 Rc7 Kc4 Kf7 b4 g5 Rf1+ Ke7 Re1 Kd6 Nb5+,A01,Nimzo-Larsen Attack,1
leveeyFX,True,1504200000000.0,1504200000000.0,45,resign,white,10+0,soltan1800,2005,roman12342005,1969,f4 Nc6 Nf3 Nf6 b3 g6 Bb2 Bg7 e3 O-O Be2 d6 O-O Re8 c4 e5 fxe5 Nxe5 Nc3 Bf5 Nxe5 dxe5 d3 c6 e4 Qb6+ Kh1 Bd7 Qd2 Ng4 Bxg4 Bxg4 h3 Bd7 Rf3 f5 exf5 Bxf5 Raf1 Rad8 Qe2 Bxd3 Rxd3 Rxd3 Qxd3,A02,Bird Opening,1
cRu3Kf1o,True,1504200000000.0,1504200000000.0,161,mate,white,10+0,roman12342005,1960,selami011235,1868,b3 c5 Bb2 Nc6 c4 f5 e3 Nf6 Ne2 e5 d4 cxd4 exd4 Bb4+ Nbc3 exd4 Nxd4 Ne4 Nxc6 bxc6 Qe2 O-O Qd3 a5 f3 Nxc3 Bxc3 Re8+ Be2 Qh4+ g3 Bxc3+ Qxc3 Qe7 Qd3 a4 Kf2 Qc5+ Kg2 Re3 Qd2 Ba6 Bd3 d5 Rhe1 Rae8 Bxf5 dxc4 Rxe3 Rxe3 Qd8+ Kf7 Rd1 Re2+ Kh1 Qxf5 Rd7+ Kg6 Rd6+ Re6 Qe8+ Kf6 Qf8+ Ke5 f4+ Ke4 Rd4+ Kxd4 Qxf5 Re1+ Kg2 cxb3 axb3 Bf1+ Kf2 Ra1 bxa4 Rc1 Qxh7 Bd3 Qxg7+ Kc4 Qf7+ Kb4 h4 Rc2+ Ke3 Bc4 Qe7+ Kxa4 Qa7+ Kb4 Qb6+ Bb5 f5 Rc3+ Kf4 Rc4+ Kg5 c5 f6 Rd4 f7 Rd5+ Kh6 Rf5 Qe6 Rf1 Qe7 Rxf7 Qxf7 c4 Qf1 c3 Qc1 Ba4 g4 c2 g5 Kc3 g6 Bb3 g7 Bg8 Kg6 Bd5 h5 Kd4 Qxc2 Be4+ Qxe4+ Kxe4 g8=Q Ke5 h6 Kd6 h7 Ke5 h8=Q+ Kd6 Qf6+ Kc5 Qc8+ Kd5 Qfd8+ Ke5 Qcd7 Ke4 Qf5+ Ke3 Qe7+ Kd4 Qfd7+ Kc4 Qed6 Kc3 Q7c7+ Kb3 Qdb6+ Ka4 Qca7#,A01,Nimzo-Larsen Attack: English Variation,2
gShSMXDR,True,1504200000000.0,1504200000000.0,88,resign,black,10+0,roman12342005,1964,kingscrusher-youtube,2287,e4 Nc6 d4 e5 d5 Nce7 c4 Ng6 Nc3 Nf6 f3 Bc5 Qe2 a6 Be3 Ba7 Bxa7 Rxa7 Qe3 Ra8 Nh3 d6 Be2 Bxh3 gxh3 Nh5 Qf2 Nhf4 Qg3 Nh4 Qxg7 Rf8 Qxh7 Qg5 O-O-O Nxe2+ Kc2 Nxc3 bxc3 Nxf3 Qf5 Qxf5 exf5 Nh4 Rdf1 Kd7 Kd3 Rg8 Rhg1 b6 Ke4 f6 Rg4 Rxg4+ hxg4 Rg8 h3 c6 Rg1 cxd5+ cxd5 Rc8 Rg3 Rc4+ Kd3 Rf4 Ke2 b5 Rd3 Kc7 Rg3 Kb6 Rd3 Kc5 Re3 Kxd5 Kd3 Ra4 Re2 e4+ Ke3 Ke5 Rc2 d5 Rd2 Ra3 Rc2 d4+,B00,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,5
NYlPGBFO,True,1504200000000.0,1504200000000.0,148,draw,draw,10+0,kingpong,1914,roman12342005,1965,e4 d5 exd5 Nf6 Nc3 Nxd5 Nxd5 Qxd5 Qf3 Qxf3 Nxf3 Nc6 Bc4 Bf5 d3 e6 O-O O-O-O h3 Bd6 a3 h6 b4 g5 Be3 Kb8 Nh2 Bg6 Rad1 Bxh2+ Kxh2 Ne5 Bb3 Rhe8 f4 gxf4 Bxf4 Nc6 Bxh6 Nd4 Bg5 Rd7 g4 Nxb3 cxb3 Kc8 Rf3 Be4 Re3 Bg6 Bf6 Rd5 d4 Bc2 Rd2 Bg6 g5 Rf5 d5 b6 dxe6 fxe6 Kg3 Rf1 Rde2 Bf5 h4 Ra1 a4 Rh1 Rd2 Rh3+ Kf2 Rxh4 a5 Rxb4 axb6 axb6 Rc3 Kb7 Be5 Rc8 Rd7 Rb5 Rdxc7+ Rxc7 Bxc7 Rc5 Rxc5 bxc5 Ke3 Bc2 Be5 Bxb3 g6 Bc2 g7 Bh7 Kd2 Kc6 Kc3 Kd5 Bf6 e5 Bg5 Bg8 Bf6 e4 Kd2 Ke6 Bc3 Kd5 Ke3 Bh7 Bf6 Bg8 Bc3 c4 Bb4 Bh7 Bc3 Kc5 Ke2 Kb5 Ke3 Ka4 Kd4 Kb3 Bd2 Kc2 Bc3 e3 Kxc4 e2 Kd4 Kd1 Ke5 Bg8 Kf6 Ba2 Ke7 e1=Q+ Bxe1 Kxe1 Kf8 Kf2 g8=Q Bxg8,B01,Scandinavian Defense: Modern Variation #2,4
brC35BxF,True,1504200000000.0,1504200000000.0,119,mate,white,10+0,roman12342005,1951,dmekro,2049,b3 d5 Bb2 Nf6 e3 e6 d4 c5 c4 dxc4 Bxc4 cxd4 exd4 Be7 Nf3 O-O O-O a6 a4 b6 Nc3 Bb7 Qe2 Nd5 Nxd5 Bxd5 Rac1 Nc6 Bxa6 Bxf3 Qxf3 Rxa6 Qxc6 Ra5 Qf3 Rd5 Rc6 Bf6 Rfc1 Bxd4 Bxd4 Rxd4 Rc8 Qxc8 Rxc8 Rxc8 h3 h6 Qb7 Rc1+ Kh2 Rb4 a5 Rxb3 a6 Ra1 Qc8+ Kh7 Qc2+ g6 Qxb3 Rxa6 Qb5 Ra5 Qxb6 Rf5 f3 h5 Qb7 Kg7 g4 hxg4 hxg4 Rd5 Kg3 g5 Qe7 Rb5 Qd6 Rd5 Qb4 Kg6 Qc3 Kh7 Qf6 Kg8 Qh6 Rb5 Kf2 Rd5 Ke3 Rb5 f4 gxf4+ Kxf4 Rd5 Kg3 Rd3+ Kh4 Rd5 Qf6 Kf8 g5 Rf5 Qd8+ Kg7 Kh5 Rf4 Qd3 Rf5 Qd4+ Kf8 Qd7 Kg7 Qd4+ Kg8 Kh6 Rd5 Qg7#,A01,Nimzo-Larsen Attack: Classical Variation,2
fwGfUhX6,True,1504200000000.0,1504200000000.0,60,resign,black,10+0,lyckyfisher,2149,roman12342005,1933,d4 Nf6 c4 e5 dxe5 Ng4 Nf3 Nc6 e3 Ngxe5 Be2 Bb4+ Bd2 Bxd2+ Nbxd2 O-O O-O d6 Qc2 Qf6 a3 Bf5 e4 Bg6 b4 Nxf3+ Nxf3 Rfe8 Bd3 Nd4 Nxd4 Qxd4 Rad1 Bxe4 Bxe4 Qxe4 Qc3 Qf5 Rd3 f6 Rf3 Qe5 Qc2 Qe4 Qb3 Qe6 Re3 Qf7 Rfe1 Rxe3 Rxe3 Re8 Rxe8+ Qxe8 c5+ Kf8 Qc3 Qe5 Qd2 Qa1+,A52,Budapest Defense: Adler Variation,7
h0irlyP1,True,1504200000000.0,1504200000000.0,34,mate,black,10+0,alaindubleu,1599,roman12342005,1929,e4 d5 exd5 Nf6 c4 e6 Nc3 exd5 c5 d4 Qa4+ Nc6 Nb5 Bxc5 d3 a6 Nxd4 Qxd4 Qc2 Nb4 Qc4 Qxf2+ Kd1 Bg4+ Ne2 O-O-O a3 Rxd3+ Bd2 Rxd2+ Kxd2 Rd8+ Kc1 Qe1#,B01,Scandinavian Defense: Icelandic-Palme Gambit,6
eliy5ecl,True,1504200000000.0,1504200000000.0,94,resign,black,10+0,milanello,1882,roman12342005,1919,e4 d5 exd5 Nf6 c4 e6 dxe6 Bxe6 d4 Bb4+ Nc3 Ne4 Bd2 Qxd4 Nxe4 Qxe4+ Qe2 Bxd2+ Kxd2 Qd4+ Kc2 O-O Rd1 Bf5+ Kc1 Qc5 g4 Bg6 Bg2 Nc6 Nf3 Rfe8 Qd2 Rad8 Qc3 Qxf2 Rxd8 Rxd8 Ne1 Rd2 Rf1 Qd4 Qxd4 Rxd4 b3 Rxg4 Bxc6 bxc6 Nf3 Rg2 Nd4 Be4 Re1 f5 Re2 Rxe2 Nxe2 Kf7 c5 Ke6 Kd2 Kd5 b4 Kc4 a3 Kb3 Nf4 Kxa3 Kc3 g5 Ne6 f4 Nxg5 Bd5 Nxh7 f3 Kd2 Kxb4 h4 Kxc5 Nf6 Bf7 Ke3 a5 Kxf3 a4 Ne4+ Kb4 Ke3 a3 Kd2 a2 Kc1 a1=Q+,B01,Scandinavian Defense: Icelandic-Palme Gambit,6
3sNZxnJZ,True,1504120000000.0,1504120000000.0,122,mate,black,10+0,manavalam2,1699,roman12342005,1914,e4 d5 exd5 Nf6 d4 e6 dxe6 Bxe6 c3 c5 Nf3 cxd4 Nxd4 Bd5 Qe2+ Be7 Nf5 Nc6 Nxg7+ Kf8 Nf5 Bc5 Be3 Bxe3 Nxe3 Qd6 Na3 a6 Rd1 Qc5 Qd3 Bxa2 Be2 Bb3 Nac2 Rd8 Qf5 Qxf5 Rxd8+ Nxd8 Nxf5 Bxc2 Ne3 Bg6 O-O Nc6 Bf3 Kg7 Bxc6 bxc6 f4 Be4 Re1 Rd8 Nc4 Rd3 Ne5 Rd2 g4 Rg2+ Kf1 Bd5 c4 Rxb2 cxd5 cxd5 g5 Ne4 Nd3 Rxh2 Nb4 Rh1+ Ke2 Rxe1+ Kxe1 a5 Nxd5 a4 Nb4 a3 Ke2 Nc3+ Kd3 a2 Nxa2 Nxa2 Ke4 Nb4 f5 f6 gxf6+ Kxf6 Kf4 Nc6 Ke4 Ne7 Kf4 Nxf5 Kg4 Kg6 Kf4 h5 Kf3 Kg5 Kg2 Kg4 Kh2 h4 Kg2 h3+ Kh2 Kh4 Kh1 Kg3 Kg1 Ne3 Kh1 Ng4 Kg1 h2+ Kh1 Nf2#,B01,Scandinavian Defense: Modern Variation,5
fFfNpkab,True,1504110000000.0,1504110000000.0,44,resign,black,10+0,roman12342005,1916,chessmaste,2285,b3 b6 Bb2 Bb7 Nc3 Nf6 Nf3 c5 d3 d5 e3 Nc6 d4 e6 g3 Be7 Bg2 O-O O-O Rc8 Ne2 b5 c4 bxc4 bxc4 dxc4 Qd2 Ne4 Qd1 Nb4 Ne1 f5 f3 Nf6 a3 Nbd5 Qd2 Ba6 e4 c3 Bxc3 Nxc3 Qxc3 Bxe2,A01,Nimzo-Larsen Attack: Symmetrical Variation,2
k8bpLGVX,True,1504110000000.0,1504110000000.0,26,resign,black,10+0,roman12342005,1936,bohlool,1638,b3 e5 Bb2 Nc6 e3 d5 Ne2 d4 e4 Nf6 d3 Bc5 Nd2 O-O f4 Ng4 Nf3 Ne3 Qd2 Bg4 a3 Bxf3 gxf3 Qh4+ Ng3 exf4,A01,Nimzo-Larsen Attack: Modern Variation #4,5
inhWg7LE,True,1504110000000.0,1504110000000.0,116,resign,black,10+0,decky84,1758,roman12342005,1929,e4 d5 exd5 Nf6 Nc3 e6 dxe6 Bxe6 h3 Bc5 d3 O-O Nf3 Nc6 Be2 Nd5 Nxd5 Bxd5 O-O Re8 Bg5 f6 Bh4 Qd6 a3 g5 Bg3 Qxg3 b4 Bb6 c4 Bxf3 Bxf3 Bd4 Rb1 Rad8 Be4 Qf4 Qh5 Re7 Kh1 Ne5 g3 Qd2 Rbd1 Qc3 f4 Nxc4 dxc4 Rxe4 fxg5 Qxg3 gxf6 Rh4 f7+ Kf8 Rf3 Rxh5 Rxg3 Kxf7 Rf1+ Bf6 Rgf3 Rh6 Kg2 Rg6+ Kh2 Rd2+ Kh1 Kg7 h4 Rgg2 Rh3 Rdf2 h5 Rh2+ Rxh2 Rxf1+ Kg2 Ra1 Rh3 Bb2 a4 Rxa4 Rb3 Bf6 Kf3 Ra2 b5 Kh6 c5 b6 cxb6 axb6 Ke4 Kxh5 Rh3+ Kg6 Kd5 Rc2 Rg3+ Bg5 Rf3 Rc5+ Ke6 Rxb5 Rf7 h5 Rxc7 h4 Rc6 h3 Rc3 h2 Rh3 Bf4,B01,Scandinavian Defense: Modern Variation #2,4
s8b6pWX3,True,1504110000000.0,1504110000000.0,31,resign,white,10+0,elcortez,1265,roman12342005,1957,e4 d5 e5 Nc6 d4 f6 f4 e6 Bb5 a6 Bxc6+ bxc6 Nf3 c5 exf6 Nxf6 dxc5 Bxc5 Nd4 O-O O-O Ne4 c3 Qd6 b4 Ba7 Nd2 c5 Nxe4 cxd4 Nxd6,B00,Nimzowitsch Defense: Scandinavian Variation |  Advance Variation,5
